"Plant_Code","Plant_Name","Utility_Na","Utility_ID","sector_nam","City","County","StateName","Zip","Street_Add","PrimSource","Install_MW","Total_MW","Coal_MW","NG_MW","Crude_MW","Bio_MW","Hydro_MW","HydroPS_MW","Nuclear_MW","Solar_MW","Wind_MW","Geo_MW","Bat_MW","Other_MW","source_des","tech_desc","Source","Period","Latitude","Longitude"
61867,"Bovine","Cypress Creek Renewables",61060,"IPP Non-CHP","Wallis","Austin","Texas",76524,"427 W FM 1093","solar",10,10,0,0,0,NA,0,0,0,10,0,NA,NA,NA,"Solar = 10 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,29.631324,-96.076894
61868,"Bronson","Cypress Creek Renewables",61060,"IPP Non-CHP","Beasley","Fort Bend","Texas",77417,"4343 FM 1875 Road #1","solar",10,10,0,0,0,NA,0,0,0,10,0,NA,NA,NA,"Solar = 10 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,29.537482,-95.969548
61871,"Sterling Solar (TX)","Cypress Creek Renewables",61060,"IPP Non-CHP","Greenville","Hunt","Texas",75401,"CR 1060","solar",10,10,0,0,0,NA,0,0,0,10,0,NA,NA,NA,"Solar = 10 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,33.166173,-96.172617
61872,"Lampwick","Cypress Creek Renewables",61060,"IPP Non-CHP","Hext","Menard","Texas",76848,"HWY 29","solar",7.5,7.5,0,0,0,NA,0,0,0,7.5,0,NA,NA,NA,"Solar = 7.5 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,30.872228,-99.537261
61873,"Yellow Jacket","Cypress Creek Renewables",61060,"IPP Non-CHP","Meridian","Bosque","Texas",76665,"TX-174","solar",5,5,0,0,0,NA,0,0,0,5,0,NA,NA,NA,"Solar = 5 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,31.933841,-97.653747
61874,"Eddy II","Cypress Creek Renewables",61060,"IPP Non-CHP","Eddy","McLennan","Texas",76524,"698 Franklin Road","solar",10,10,0,0,0,NA,0,0,0,10,0,NA,NA,NA,"Solar = 10 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,31.291151,-97.260738
61875,"Cascade Solar (TX)","Cypress Creek Renewables",61060,"IPP Non-CHP","Wharton","Wharton","Texas",77488,"10407 TX-60","solar",10,10,0,0,0,NA,0,0,0,10,0,NA,NA,NA,"Solar = 10 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,29.205355,-96.023384
61887,"Fort Bliss (DEA EPIC)","Ameresco Federal Solutions",60146,"IPP Non-CHP","El Paso","El Paso","Texas",79918,"11339 SSG SIMS RD","solar",2,2,0,0,0,NA,0,0,0,2,0,NA,NA,NA,"Solar = 2 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,31.829986,-106.372861
61895,"Toyota HQ Plan","PGC Plano I, LLC",61509,"IPP Non-CHP","Plano","Collin","Texas",75024,"6565 Headquarters Dr","solar",7.7,5.9,0,0,0,NA,0,0,0,5.9,0,NA,NA,NA,"Solar = 5.9 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,33.084219,-96.84113
61906,"Phoebe Solar","Phoebe Energy Project, LLC",61515,"IPP Non-CHP","Kermit","Winkler","Texas",79745,"11445 E St HWY 302","solar",250,250,0,0,0,NA,0,0,0,250,0,NA,NA,NA,"Solar = 250 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,31.843422,-102.868295
61921,"Tahoka Wind","RWE Renewables Americas LLC",56215,"IPP Non-CHP","Tahoka","Lynn","Texas",79373,"2405 County Road 24","wind",300,300,0,0,0,NA,0,0,0,0,300,NA,NA,NA,"Wind = 300 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,33.150904,-101.679188
61969,"Torrecillas Wind Energy, LLC","Torrecillas Wind Energy, LLC",61562,"IPP Non-CHP","Bruni","Webb","Texas",78344,"7595 FM 2050","wind",300,300,0,0,0,NA,0,0,0,0,300,NA,NA,NA,"Wind = 300 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,27.614411,-98.7945
61970,"Blue Summit II Wind, LLC","Blue Summit II Wind, LLC",61563,"IPP Non-CHP","Vernon","Wilbarger","Texas",76384,"17301 N CR 97","wind",99.4,99.4,0,0,0,NA,0,0,0,0,99.4,NA,NA,NA,"Wind = 99.4 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,34.225882,-99.477986
62038,"Santa Rita East","Invenergy Services LLC",49893,"IPP Non-CHP","Barnhart","Irion","Texas",76930,"20716 N. State Highway 163","wind",302.4,302.4,0,0,0,NA,0,0,0,0,302.4,NA,NA,NA,"Wind = 302.4 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,31.207988,-101.110787
62152,"IKEA Live Oak Rooftop PV System","IKEA Property Inc",57389,"Commercial Non-CHP","Live Oak","Bexar","Texas",78233,"1000 IKEA RBFCU Parkway","solar",1.7,1.7,0,0,0,NA,0,0,0,1.7,0,NA,NA,NA,"Solar = 1.7 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,29.48,-98.25
62227,"Seymour Hills Wind Project, LLC","Engie North America",56201,"IPP Non-CHP","Seymour","Baylor","Texas",76380,"TBD","wind",30.2,30.2,0,0,0,NA,0,0,0,0,30.2,NA,NA,NA,"Wind = 30.2 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,33.57824,-99.1921
62249,"Misae Solar","Misae Lessee LLC",63048,"IPP Non-CHP","Childress","Childress","Texas",79201,"TBD","solar",240,240,0,0,0,NA,0,0,0,240,0,NA,NA,NA,"Solar = 240 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,34.380532,-100.099625
62258,"Mesteno","Mesteno Wind",61770,"IPP Non-CHP","Rio Grande City","Starr","Texas",78582,"200 FM 490","wind",201.6,200,0,0,0,NA,0,0,0,0,200,NA,NA,NA,"Wind = 200 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,26.523692,-98.745522
62259,"Ranchero Wind Farm LLC","Ranchero Wind Farm LLC",61771,"IPP Non-CHP","Iraan","Crockett","Texas",79744,"TBD","wind",300,300,0,0,0,NA,0,0,0,0,300,NA,NA,NA,"Wind = 300 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,30.594908,-101.453021
62356,"Lockett Windfarm","Lockett Windfarm, LLC",61886,"IPP Non-CHP","Vernon","Wilbarger","Texas",76384,"13072 US Hwy 183","wind",183.8,183.8,0,0,0,NA,0,0,0,0,183.8,NA,NA,NA,"Wind = 183.8 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,34.072251,-99.264676
62415,"West of the Pecos Solar","RWE Renewables Americas LLC",56215,"IPP Non-CHP","TBD","Reeves","Texas",79772,"TBD","solar",100,100,0,0,0,NA,0,0,0,100,0,NA,NA,NA,"Solar = 100 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,31.4308,-103.7289
62448,"Lapetus","Lapetus Energy Project LLC",61960,"IPP Non-CHP","Andrews","Andrews","Texas",79714,"TBD","solar",100,100,0,0,0,NA,0,0,0,100,0,NA,NA,NA,"Solar = 100 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,32.460054,-102.672809
62566,"Blue Summit III Wind","Blue Summit III Wind, LLC",62063,"IPP Non-CHP","Chilicothe","Hardeman","Texas",79225,"TBD","wind",200.2,200.2,0,0,0,NA,0,0,0,0,200.2,NA,NA,NA,"Wind = 200.2 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,34.170488,-99.563436
62587,"Mesquite Star","Mesquite Star LLC",62085,"IPP Non-CHP","Roscoe","Nolan","Texas",79545,"1125 F M 608","wind",418.9,418.9,0,0,0,NA,0,0,0,0,418.9,NA,NA,NA,"Wind = 418.9 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,32.255978,-100.320309
62610,"Commerce Solar","City of San Antonio - (TX)",16604,"Electric Utility","San Antonio","Bexar","Texas",78227,"9800 W Commerce","solar",5,5,0,0,0,NA,0,0,0,5,0,NA,NA,NA,"Solar = 5 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,29.43445,-98.61765
62618,"Hidalgo Wind Farm II","Hidalgo Wind Farm II LLC",62106,"IPP Non-CHP","Edinburg","Hidalgo","Texas",78541,"41420 FM 490","wind",50.4,50.4,0,0,0,NA,0,0,0,0,50.4,NA,NA,NA,"Wind = 50.4 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,26.492862,-98.448267
62630,"Jumbo Hill Wind Project","Engie North America",56201,"IPP Non-CHP","Andrews","Andrews","Texas",79714,"8404 SW 100","wind",160.7,160.7,0,0,0,NA,0,0,0,0,160.7,NA,NA,NA,"Wind = 160.7 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,32.386,-102.949
62642,"GE-Lubbock","GE Wind Energy LLC",58270,"IPP Non-CHP","Lubbock","Lubbock","Texas",79416,"103 Runway Drive","wind",5.3,6.1,0,0,0,NA,0,0,0,0,6.1,NA,NA,NA,"Wind = 6.1 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,33.59145,-102.056875
62762,"NASA Johnson Space Center CHP","Energy Systems Group LLC",58303,"IPP CHP","Houston","Harris","Texas",77058,"Building 24 N, 2101 NASA Parkw","natural gas",11.2,10.6,0,10.6,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 10.6 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,29.562372,-95.089302
62953,"Griffin Solar","Cypress Creek Renewables",61060,"IPP Non-CHP","Robinson","McLennan","Texas",76706,"1301 Greig Dr","solar",5,5,0,0,0,NA,0,0,0,5,0,NA,NA,NA,"Solar = 5 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,31.474114,-97.141218
63027,"Mars Solar","Cypress Creek Renewables",61060,"IPP Non-CHP","Bruni","Webb","Texas",78344,"25564 State Highway 359","solar",10,10,0,0,0,NA,0,0,0,10,0,NA,NA,NA,"Solar = 10 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,27.421553,-98.834962
63030,"Canadian Breaks, LLC","RWE Renewables Americas LLC",56215,"IPP Non-CHP","Vega","Deaf Smith","Texas",79092,"6237 CR 44","wind",210.1,210.1,0,0,0,NA,0,0,0,0,210.1,NA,NA,NA,"Wind = 210.1 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,35.200164,-102.315517
63180,"TPE Whitney Solar, LLC","Alchemy Renewable Energy",62627,"IPP Non-CHP","Kopperl","Bosque","Texas",76652,"468 County Road 1145","solar",9.9,9.9,0,0,0,NA,0,0,0,9.9,0,NA,NA,NA,"Solar = 9.9 MW","Solar Photovoltaic","EIA-860, EIA-860M and EIA-923",202004,32.05,-97.35
